hgGenes	mmGenes
TRPM7	Trpm7
SPPL2A	Sppl2a
AP4E1	Ap4e1
TNFAIP8L3	Tnfaip8l3
CYP19A1	Cyp19a1
GLDN	Gldn
DMXL2	Dmxl2
SCG3	Scg3
LYSMD2	Lysmd2
TMOD2	Tmod2
TMOD3	Tmod3
LEO1	Leo1
MAPK6	Mapk6
BCL2L10	Bcl2l10
GNB5	Gnb5
MYO5C	Myo5c
MYO5A	Myo5a
ARPP19	Arpp19
FAM214A	Fam214a
ONECUT1	Onecut1
WDR72	Wdr72
UNC13C	Unc13c
RSL24D1	Rsl24d1
RAB27A	Rab27a
PIGB	Pigb
CCPG1	Ccpg1
DYX1C1	Dyx1c1
PYGO1	Pygo1
PRTG	Prtg
NEDD4	Nedd4
RFX7	Rfx7
TEX9	Tex9
MNS1	Mns1
TCF12	Tcf12
CGNL1	Cgnl1
GCOM1	Gcom1
MYZAP	Myzap
POLR2M	Polr2m
ALDH1A2	Aldh1a2
AQP9	Aqp9
LIPC	Lipc
ADAM10	Adam10
RNF111	Rnf111
SLTM	Sltm
CCNB2	Ccnb2
MYO1E	Myo1e
LDHAL6B	Ldhal6b
FAM81A	Fam81a
GCNT3	Gcnt3
GTF2A2	Gtf2a2
BNIP2	Bnip2
FOXB1	Foxb1
ANXA2	Anxa2
RORA	Rora
VPS13C	Vps13c
C2CD4A	C2cd4a
C2CD4B	C2cd4b
TLN2	Tln2
MIR190A	Mir190a
TPM1	Tpm1
LACTB	Lactb
RPS27L	Rps27l
RAB8B	Rab8b
APH1B	Aph1b
USP3	Usp3
FBXL22	Fbxl22
HERC1	Herc1
DAPK2	Dapk2
FAM96A	Fam96a
SNX1	Snx1
SNX22	Snx22
PPIB	Ppib
CSNK1G1	Csnk1g1
TRIP4	Trip4
OAZ2	Oaz2
RBPMS2	Rbpms2
PIF1	Pif1
PLEKHO2	Plekho2
ANKDD1A	Ankdd1a
SPG21	Spg21
MTFMT	Mtfmt
SLC51B	Slc51b
RASL12	Rasl12
KBTBD13	Kbtbd13
UBAP1L	Ubap1l
PDCD7	Pdcd7
CLPX	Clpx
CILP	Cilp
PARP16	Parp16
IGDCC3	Igdcc3
IGDCC4	Igdcc4
DPP8	Dpp8
SLC24A1	Slc24a1
DENND4A	Dennd4a
RAB11A	Rab11a
MEGF11	Megf11
DIS3L	Dis3l
TIPIN	Tipin
MAP2K1	Map2k1
SNAPC5	Snapc5
RPL4	Rpl4
ZWILCH	Zwilch
LCTL	Lctl
SMAD6	Smad6
SMAD3	Smad3
AAGAB	Aagab
IQCH	Iqch
MAP2K5	Map2k5
SKOR1	Skor1
PIAS1	Pias1
CALML4	Calml4
CLN6	Cln6
FEM1B	Fem1b
ITGA11	Itga11
CORO2B	Coro2b
ANP32A	Anp32a
SPESP1	Spesp1
GLCE	Glce
PAQR5	Paqr5
KIF23	Kif23
RPLP1	Rplp1
TLE3	Tle3
UACA	Uaca
LARP6	Larp6
LRRC49	Lrrc49
THSD4	Thsd4
NR2E3	Nr2e3
MYO9A	Myo9a
SENP8	Senp8
GRAMD2	Gramd2
PKM	Pkm
PARP6	Parp6
CELF6	Celf6
HEXA	Hexa
TMEM202	Tmem202
ARIH1	Arih1
BBS4	Bbs4
ADPGK	Adpgk
NEO1	Neo1
HCN4	Hcn4
NPTN	Nptn
CD276	Cd276
TBC1D21	Tbc1d21
LOXL1	Loxl1
STOML1	Stoml1
PML	Pml
ISLR2	Islr2
ISLR	Islr
STRA6	Stra6
CCDC33	Ccdc33
CYP11A1	Cyp11a1
SEMA7A	Sema7a
UBL7	Ubl7
ARID3B	Arid3b
CLK3	Clk3
EDC3	Edc3
CYP1A1	Cyp1a1
CYP1A2	Cyp1a2
CSK	Csk
LMAN1L	Lman1l
CPLX3	Cplx3
ULK3	Ulk3
SCAMP2	Scamp2
MPI	Mpi
FAM219B	Fam219b
COX5A	Cox5a
RPP25	Rpp25
SCAMP5	Scamp5
PPCDC	Ppcdc
COMMD4	Commd4
NEIL1	Neil1
MAN2C1	Man2c1
SIN3A	Sin3a
PTPN9	Ptpn9
SNUPN	Snupn
IMP3	Imp3
SNX33	Snx33
CSPG4	Cspg4
ODF3L1	Odf3l1
UBE2Q2	Ube2q2
FBXO22	Fbxo22
NRG4	Nrg4
ETFA	Etfa
ISL2	Isl2
SCAPER	Scaper
RCN2	Rcn2
PSTPIP1	Pstpip1
TSPAN3	Tspan3
PEAK1	Peak1
HMG20A	Hmg20a
LINGO1	Lingo1
TBC1D2B	Tbc1d2b
SH2D7	Sh2d7
CIB2	Cib2
IDH3A	Idh3a
ACSBG1	Acsbg1
DNAJA4	Dnaja4
WDR61	Wdr61
CRABP1	Crabp1
IREB2	Ireb2
HYKK	Hykk
PSMA4	Psma4
CHRNA5	Chrna5
CHRNA3	Chrna3
CHRNB4	Chrnb4
ADAMTS7	Adamts7
MORF4L1	Morf4l1
CTSH	Ctsh
RASGRF1	Rasgrf1
MIR184	Mir184
ANKRD34C	Ankrd34c
TMED3	Tmed3
MTHFS	Mthfs
ZFAND6	Zfand6
FAH	Fah
ARNT2	Arnt2
ABHD17C	Abhd17c
IL16	Il16
STARD5	Stard5
TMC3	Tmc3
MEX3B	Mex3b
RPS17	Rps17
CPEB1	Cpeb1
AP3B2	Ap3b2
FSD2	Fsd2
WHAMM	Whamm
HOMER2	Homer2
FAM103A1	Fam103a1
BTBD1	Btbd1
TM6SF1	Tm6sf1
BNC1	Bnc1
SH3GL3	Sh3gl3
ADAMTSL3	Adamtsl3
ZSCAN2	Zscan2
WDR73	Wdr73
NMB	Nmb
SEC11A	Sec11a
ALPK3	Alpk3
SLC28A1	Slc28a1
PDE8A	Pde8a
AKAP13	Akap13
KLHL25	Klhl25
AGBL1	Agbl1
NTRK3	Ntrk3
MRPL46	Mrpl46
MRPS11	Mrps11
DET1	Det1
MIR7-2	Mir7-2
AEN	Aen
ISG20	Isg20
ACAN	Acan
HAPLN3	Hapln3
MFGE8	Mfge8
ABHD2	Abhd2
RLBP1	Rlbp1
FANCI	Fanci
POLG	Polg
MIR9-3	Mir9-3
RHCG	Rhcg
TICRR	Ticrr
KIF7	Kif7
PLIN1	Plin1
PEX11A	Pex11a
WDR93	Wdr93
MESP1	Mesp1
MESP2	Mesp2
ANPEP	Anpep
AP3S2	Ap3s2
IDH2	Idh2
SEMA4B	Sema4b
CIB1	Cib1
GDPGP1	Gdpgp1
TTLL13	Ttll13
NGRN	Ngrn
IQGAP1	Iqgap1
CRTC3	Crtc3
BLM	Blm
FURIN	Furin
FES	Fes
MAN2A2	Man2a2
UNC45A	Unc45a
HDDC3	Hddc3
RCCD1	Rccd1
PRC1	Prc1
VPS33B	Vps33b
SV2B	Sv2b
SLCO3A1	Slco3a1
ST8SIA2	St8sia2
FAM174B	Fam174b
CHD2	Chd2
RGMA	Rgma
MCTP2	Mctp2
NR2F2	Nr2f2
ARRDC4	Arrdc4
FAM169B	Fam169b
IGF1R	Igf1r
PGPEP1L	Pgpep1l
SYNM	Synm
TTC23	Ttc23
LRRC28	Lrrc28
MEF2A	Mef2a
LYSMD4	Lysmd4
ADAMTS17	Adamts17
CERS3	Cers3
ASB7	Asb7
ALDH1A3	Aldh1a3
LRRK1	Lrrk1
CHSY1	Chsy1
SNRPA1	Snrpa1
PCSK6	Pcsk6
TM2D3	Tm2d3
TARSL2	Tarsl2
POLR3K	Polr3k
SNRNP25	Snrnp25
RHBDF1	Rhbdf1
MPG	Mpg
NPRL3	Nprl3
LUC7L	Luc7l
RGS11	Rgs11
ARHGDIG	Arhgdig
PDIA2	Pdia2
AXIN1	Axin1
MRPL28	Mrpl28
NME4	Nme4
DECR2	Decr2
RAB11FIP3	Rab11fip3
CAPN15	Capn15
PIGQ	Pigq
NHLRC4	Nhlrc4
RAB40C	Rab40c
WFIKKN1	Wfikkn1
WDR90	Wdr90
RHOT2	Rhot2
RHBDL1	Rhbdl1
STUB1	Stub1
JMJD8	Jmjd8
WDR24	Wdr24
FBXL16	Fbxl16
METRN	Metrn
FAM173A	Fam173a
CCDC78	Ccdc78
HAGHL	Haghl
NARFL	Narfl
MSLN	Msln
MSLNL	Mslnl
RPUSD1	Rpusd1
CHTF18	Chtf18
GNG13	Gng13
LMF1	Lmf1
SOX8	Sox8
SSTR5	Sstr5
CACNA1H	Cacna1h
TPSG1	Tpsg1
TPSB2	Tpsb2
TPSAB1	Tpsab1
UBE2I	Ube2i
BAIAP3	Baiap3
TSR3	Tsr3
GNPTG	Gnptg
UNKL	Unkl
CCDC154	Ccdc154
CLCN7	Clcn7
PTX4	Ptx4
TELO2	Telo2
IFT140	Ift140
TMEM204	Tmem204
CRAMP1L	Cramp1l
MAPK8IP3	Mapk8ip3
NME3	Nme3
MRPS34	Mrps34
EME2	Eme2
SPSB3	Spsb3
NUBP2	Nubp2
IGFALS	Igfals
HAGH	Hagh
FAHD1	Fahd1
MEIOB	Meiob
HS3ST6	Hs3st6
MSRB1	Msrb1
RPL3L	Rpl3l
NDUFB10	Ndufb10
RPS2	Rps2
SNHG9	Snhg9
RNF151	Rnf151
TBL3	Tbl3
NOXO1	Noxo1
GFER	Gfer
SYNGR3	Syngr3
NPW	Npw
SLC9A3R2	Slc9a3r2
NTHL1	Nthl1
TSC2	Tsc2
PKD1	Pkd1
RAB26	Rab26
TRAF7	Traf7
CASKIN1	Caskin1
MLST8	Mlst8
BRICD5	Bricd5
PGP	Pgp
E4F1	E4f1
DNASE1L2	Dnase1l2
ECI1	Eci1
RNPS1	Rnps1
ABCA3	Abca3
CCNF	Ccnf
TBC1D24	Tbc1d24
ATP6V0C	Atp6v0c
AMDHD2	Amdhd2
PDPK1	Pdpk1
KCTD5	Kctd5
PRSS27	Prss27
SRRM2	Srrm2
PRSS33	Prss33
PRSS41	Prss41
PRSS21	Prss21
PRSS22	Prss22
FLYWCH2	Flywch2
FLYWCH1	Flywch1
KREMEN2	Kremen2
PKMYT1	Pkmyt1
PAQR4	Paqr4
CLDN9	Cldn9
CLDN6	Cldn6
TNFRSF12A	Tnfrsf12a
HCFC1R1	Hcfc1r1
THOC6	Thoc6
MMP25	Mmp25
ZSCAN10	Zscan10
MEFV	Mefv
NAA60	Naa60
CLUAP1	Cluap1
NLRC3	Nlrc3
SLX4	Slx4
DNASE1	Dnase1
TRAP1	Trap1
CREBBP	Crebbp
ADCY9	Adcy9
SRL	Srl
TFAP4	Tfap4
GLIS2	Glis2
PAM16	Pam16
CORO7	Coro7
VASN	Vasn
DNAJA3	Dnaja3
NMRAL1	Nmral1
HMOX2	Hmox2
CDIP1	Cdip1
UBALD1	Ubald1
MGRN1	Mgrn1
NUDT16L1	Nudt16l1
ANKS3	Anks3
SEPT12	Sept12
SMIM22	Smim22
ROGDI	Rogdi
GLYR1	Glyr1
UBN1	Ubn1
PPL	Ppl
SEC14L5	Sec14l5
NAGPA	Nagpa
ALG1	Alg1
RBFOX1	Rbfox1
TMEM114	Tmem114
METTL22	Mettl22
ABAT	Abat
TMEM186	Tmem186
PMM2	Pmm2
CARHSP1	Carhsp1
USP7	Usp7
GRIN2A	Grin2a
ATF7IP2	Atf7ip2
EMP2	Emp2
TEKT5	Tekt5
NUBP1	Nubp1
TVP23A	Tvp23a
CIITA	Ciita
DEXI	Dexi
CLEC16A	Clec16a
RMI2	Rmi2
SOCS1	Socs1
TNP2	Tnp2
PRM3	Prm3
PRM2	Prm2
PRM1	Prm1
LITAF	Litaf
SNN	Snn
TXNDC11	Txndc11
ZC3H7A	Zc3h7a
RSL1D1	Rsl1d1
GSPT1	Gspt1
TNFRSF17	Tnfrsf17
SNX29	Snx29
CPPED1	Cpped1
SHISA9	Shisa9
ERCC4	Ercc4
MKL2	Mkl2
MIR193B	Mir193b
PARN	Parn
BFAR	Bfar
PLA2G10	Pla2g10
NOMO1	Nomo1
PDXDC1	Pdxdc1
NTAN1	Ntan1
RRN3	Rrn3
MPV17L	Mpv17l
NDE1	Nde1
MIR484	Mir484
MYH11	Myh11
FOPNL	Fopnl
ABCC1	Abcc1
ABCC6	Abcc6
XYLT1	Xylt1
RPS15A	Rps15a
ARL6IP1	Arl6ip1
SMG1	Smg1
TMC7	Tmc7
COQ7	Coq7
ITPRIPL2	Itpripl2
SYT17	Syt17
TMC5	Tmc5
GDE1	Gde1
CCP110	Ccp110
KNOP1	Knop1
IQCK	Iqck
GPRC5B	Gprc5b
GPR139	Gpr139
GP2	Gp2
UMOD	Umod
PDILT	Pdilt
ACSM5	Acsm5
ACSM3	Acsm3
ACSM1	Acsm1
THUMPD1	Thumpd1
ERI2	Eri2
DCUN1D3	Dcun1d3
LYRM1	Lyrm1
DNAH3	Dnah3
TMEM159	Tmem159
ZP2	Zp2
ANKS4B	Anks4b
CRYM	Crym
METTL9	Mettl9
IGSF6	Igsf6
OTOA	Otoa
UQCRC2	Uqcrc2
PDZD9	Pdzd9
VWA3A	Vwa3a
EEF2K	Eef2k
POLR3E	Polr3e
CDR2	Cdr2
HS3ST2	Hs3st2
USP31	Usp31
SCNN1G	Scnn1g
SCNN1B	Scnn1b
COG7	Cog7
GGA2	Gga2
EARS2	Ears2
UBFD1	Ubfd1
NDUFAB1	Ndufab1
PALB2	Palb2
DCTN5	Dctn5
PLK1	Plk1
ERN2	Ern2
CHP2	Chp2
PRKCB	Prkcb
CACNG3	Cacng3
RBBP6	Rbbp6
TNRC6A	Tnrc6a
SLC5A11	Slc5a11
ARHGAP17	Arhgap17
LCMT1	Lcmt1
AQP8	Aqp8
ZKSCAN2	Zkscan2
HS3ST4	Hs3st4
KDM8	Kdm8
NSMCE1	Nsmce1
IL21R	Il21r
GTF3C1	Gtf3c1
GSG1L	Gsg1l
XPO6	Xpo6
SBK1	Sbk1
CLN3	Cln3
APOBR	Apobr
IL27	Il27
NUPR1	Nupr1
SULT1A1	Sult1a1
EIF3C	Eif3c
ATXN2L	Atxn2l
TUFM	Tufm
SH2B1	Sh2b1
ATP2A1	Atp2a1
RABEP2	Rabep2
CD19	Cd19
NFATC2IP	Nfatc2ip
SPNS1	Spns1
LAT	Lat
BOLA2	Bola2
SLX1B	Slx1b
SPN	Spn
QPRT	Qprt
ZG16	Zg16
KIF22	Kif22
MAZ	Maz
PRRT2	Prrt2
MVP	Mvp
CDIPT	Cdipt
SEZ6L2	Sez6l2
ASPHD1	Asphd1
KCTD13	Kctd13
TMEM219	Tmem219
TAOK2	Taok2
HIRIP3	Hirip3
INO80E	Ino80e
DOC2A	Doc2a
FAM57B	Fam57b
ALDOA	Aldoa
PPP4C	Ppp4c
TBX6	Tbx6
YPEL3	Ypel3
GDPD3	Gdpd3
MAPK3	Mapk3
CORO1A	Coro1a
CD2BP2	Cd2bp2
TBC1D10B	Tbc1d10b
MYLPF	Mylpf
SEPT1	Sept1
DCTPP1	Dctpp1
SEPHS2	Sephs2
ITGAL	Itgal
PRR14	Prr14
FBRS	Fbrs
SRCAP	Srcap
PHKG2	Phkg2
RNF40	Rnf40
BCL7C	Bcl7c
MIR762	Mir762
CTF1	Ctf1
FBXL19	Fbxl19
ORAI3	Orai3
SETD1A	Setd1a
HSD3B7	Hsd3b7
STX1B	Stx1b
PRSS53	Prss53
VKORC1	Vkorc1
BCKDK	Bckdk
KAT8	Kat8
PRSS8	Prss8
PRSS36	Prss36
FUS	Fus
PYCARD	Pycard
TRIM72	Trim72
ITGAM	Itgam
ITGAX	Itgax
ITGAD	Itgad
COX6A2	Cox6a2
ARMC5	Armc5
TGFB1I1	Tgfb1i1
SLC5A2	Slc5a2
SHCBP1	Shcbp1
VPS35	Vps35
ORC6	Orc6
MYLK3	Mylk3
GPT2	Gpt2
DNAJA2	Dnaja2
NETO2	Neto2
ITFG1	Itfg1
PHKB	Phkb
ABCC12	Abcc12
LONP2	Lonp2
N4BP1	N4bp1
CBLN1	Cbln1
CNEP1R1	Cnep1r1
HEATR3	Heatr3
PAPD5	Papd5
ADCY7	Adcy7
BRD7	Brd7
NKD1	Nkd1
SNX20	Snx20
NOD2	Nod2
CYLD	Cyld
SALL1	Sall1
TOX3	Tox3
CHD9	Chd9
RBL2	Rbl2
AKTIP	Aktip
RPGRIP1L	Rpgrip1l
FTO	Fto
IRX3	Irx3
CRNDE	Crnde
IRX5	Irx5
IRX6	Irx6
MMP2	Mmp2
LPCAT2	Lpcat2
CAPNS2	Capns2
SLC6A2	Slc6a2
CES5A	Ces5a
GNAO1	Gnao1
AMFR	Amfr
NUDT21	Nudt21
OGFOD1	Ogfod1
BBS2	Bbs2
MT4	Mt4
MT3	Mt3
NUP93	Nup93
MIR138-2	Mir138-2
SLC12A3	Slc12a3
HERPUD1	Herpud1
NLRC5	Nlrc5
CPNE2	Cpne2
FAM192A	Fam192a
RSPRY1	Rspry1
ARL2BP	Arl2bp
PLLP	Pllp
CCL22	Ccl22
CX3CL1	Cx3cl1
CCL17	Ccl17
CIAPIN1	Ciapin1
COQ9	Coq9
POLR2C	Polr2c
DOK4	Dok4
CCDC102A	Ccdc102a
KATNB1	Katnb1
KIFC3	Kifc3
CNGB1	Cngb1
TEPP	Tepp
USB1	Usb1
MMP15	Mmp15
CSNK2A2	Csnk2a2
CCDC113	Ccdc113
PRSS54	Prss54
GINS3	Gins3
NDRG4	Ndrg4
SETD6	Setd6
CNOT1	Cnot1
SLC38A7	Slc38a7
GOT2	Got2
CDH8	Cdh8
CDH11	Cdh11
CDH5	Cdh5
BEAN1	Bean1
TK2	Tk2
CKLF	Cklf
CMTM1	Cmtm1
CMTM3	Cmtm3
CMTM4	Cmtm4
DYNC1LI2	Dync1li2
NAE1	Nae1
PDP2	Pdp2
CDH16	Cdh16
RRAD	Rrad
FAM96B	Fam96b
CES4A	Ces4a
CBFB	Cbfb
B3GNT9	B3gnt9
TRADD	Tradd
FBXL8	Fbxl8
HSF4	Hsf4
NOL3	Nol3
E2F4	E2f4
ELMO3	Elmo3
MIR328	Mir328
LRRC29	Lrrc29
TMEM208	Tmem208
FHOD1	Fhod1
SLC9A5	Slc9a5
PLEKHG4	Plekhg4
KCTD19	Kctd19
LRRC36	Lrrc36
TPPP3	Tppp3
ZDHHC1	Zdhhc1
HSD11B2	Hsd11b2
ATP6V0D1	Atp6v0d1
AGRP	Agrp
CTCF	Ctcf
ACD	Acd
PARD6A	Pard6a
ENKD1	Enkd1
GFOD2	Gfod2
RANBP10	Ranbp10
TSNAXIP1	Tsnaxip1
CENPT	Cenpt
THAP11	Thap11
NUTF2	Nutf2
EDC4	Edc4
NRN1L	Nrn1l
PSKH1	Pskh1
CTRL	Ctrl
PSMB10	Psmb10
LCAT	Lcat
SLC12A4	Slc12a4
DPEP3	Dpep3
DPEP2	Dpep2
DUS2	Dus2
DDX28	Ddx28
NFATC3	Nfatc3
ESRP2	Esrp2
PLA2G15	Pla2g15
SLC7A6	Slc7a6
SLC7A6OS	Slc7a6os
PRMT7	Prmt7
SMPD3	Smpd3
ZFP90	Zfp90
CDH3	Cdh3
CDH1	Cdh1
TANGO6	Tango6
HAS3	Has3
CHTF8	Chtf8
SNTB2	Sntb2
VPS4A	Vps4a
COG8	Cog8
PDF	Pdf
NIP7	Nip7
TMED6	Tmed6
TERF2	Terf2
CYB5B	Cyb5b
NFAT5	Nfat5
NQO1	Nqo1
NOB1	Nob1
WWP2	Wwp2
MIR140	Mir140
CLEC18A	Clec18a
PDPR	Pdpr
EXOSC6	Exosc6
AARS	Aars
DDX19B	Ddx19b
DDX19A	Ddx19a
ST3GAL2	St3gal2
FUK	Fuk
COG4	Cog4
SF3B3	Sf3b3
SNORD111	Snord111
IL34	Il34
MTSS1L	Mtss1l
VAC14	Vac14
HYDIN	Hydin
CMTR2	Cmtr2
CALB2	Calb2
CHST4	Chst4
TAT	Tat
MARVELD3	Marveld3
PHLPP2	Phlpp2
AP1G1	Ap1g1
SNORD71	Snord71
ATXN1L	Atxn1l
IST1	Ist1
PKD1L3	Pkd1l3
DHODH	Dhodh
TXNL4B	Txnl4b
HP	Hp
DHX38	Dhx38
PMFBP1	Pmfbp1
ZFHX3	Zfhx3
PSMD7	Psmd7
GLG1	Glg1
RFWD3	Rfwd3
MLKL	Mlkl
FA2H	Fa2h
WDR59	Wdr59
ZNRF1	Znrf1
LDHD	Ldhd
ZFP1	Zfp1
CTRB1	Ctrb1
BCAR1	Bcar1
CFDP1	Cfdp1
CHST5	Chst5
TMEM231	Tmem231
GABARAPL2	Gabarapl2
ADAT1	Adat1
KARS	Kars
TERF2IP	Terf2ip
CNTNAP4	Cntnap4
SNORD33	Snord33
MON1B	Mon1b
SYCE1L	Syce1l
ADAMTS18	Adamts18
NUDT7	Nudt7
VAT1L	Vat1l
CLEC3A	Clec3a
WWOX	Wwox
MAF	Maf
DYNLRB2	Dynlrb2
CDYL2	Cdyl2
CMC2	Cmc2
CENPN	Cenpn
ATMIN	Atmin
GCSH	Gcsh
PKD1L2	Pkd1l2
GAN	Gan
CMIP	Cmip
PLCG2	Plcg2
SDR42E1	Sdr42e1
HSD17B2	Hsd17b2
MPHOSPH6	Mphosph6
CDH13	Cdh13
HSBP1	Hsbp1
MLYCD	Mlycd
OSGIN1	Osgin1
NECAB2	Necab2
SLC38A8	Slc38a8
MBTPS1	Mbtps1
HSDL1	Hsdl1
DNAAF1	Dnaaf1
TAF1C	Taf1c
ADAD2	Adad2
KCNG4	Kcng4
WFDC1	Wfdc1
ATP2C2	Atp2c2
TLDC1	Tldc1
COTL1	Cotl1
KLHL36	Klhl36
USP10	Usp10
CRISPLD2	Crispld2
ZDHHC7	Zdhhc7
FAM92B	Fam92b
GSE1	Gse1
GINS2	Gins2
EMC8	Emc8
COX4I1	Cox4i1
IRF8	Irf8
FENDRR	Fendrr
FOXF1	Foxf1
MTHFSD	Mthfsd
FOXC2	Foxc2
FOXL1	Foxl1
FBXO31	Fbxo31
MAP1LC3B	Map1lc3b
ZCCHC14	Zcchc14
JPH3	Jph3
KLHDC4	Klhdc4
SLC7A5	Slc7a5
BANP	Banp
ZFPM1	Zfpm1
ZC3H18	Zc3h18
IL17C	Il17c
CYBA	Cyba
MVD	Mvd
SNAI3	Snai3
RNF166	Rnf166
CTU2	Ctu2
PIEZO1	Piezo1
CDT1	Cdt1
APRT	Aprt
GALNS	Galns
TRAPPC2L	Trappc2l
PABPN1L	Pabpn1l
CBFA2T3	Cbfa2t3
ACSF3	Acsf3
CDH15	Cdh15
ANKRD11	Ankrd11
SPG7	Spg7
RPL13	Rpl13
SNORD68	Snord68
CPNE7	Cpne7
DPEP1	Dpep1
CHMP1A	Chmp1a
SPATA33	Spata33
CDK10	Cdk10
SPATA2L	Spata2l
VPS9D1	Vps9d1
FANCA	Fanca
SPIRE2	Spire2
TCF25	Tcf25
MC1R	Mc1r
TUBB3	Tubb3
DEF8	Def8
DBNDD1	Dbndd1
GAS8	Gas8
DOC2B	Doc2b
RPH3AL	Rph3al
VPS53	Vps53
FAM57A	Fam57a
GEMIN4	Gemin4
GLOD4	Glod4
NXN	Nxn
TIMM22	Timm22
ABR	Abr
BHLHA9	Bhlha9
TUSC5	Tusc5
YWHAE	Ywhae
CRK	Crk
MYO1C	Myo1c
INPP5K	Inpp5k
PITPNA	Pitpna
SLC43A2	Slc43a2
SCARF1	Scarf1
RILP	Rilp
PRPF8	Prpf8
TLCD2	Tlcd2
MIR22HG	Mir22hg
WDR81	Wdr81
SERPINF2	Serpinf2
SERPINF1	Serpinf1
SMYD4	Smyd4
RPA1	Rpa1
RTN4RL1	Rtn4rl1
DPH1	Dph1
OVCA2	Ovca2
MIR132	Mir132
MIR212	Mir212
HIC1	Hic1
SMG6	Smg6
SRR	Srr
TSR1	Tsr1
SNORD91A	Snord91a
SGSM2	Sgsm2
MNT	Mnt
METTL16	Mettl16
PAFAH1B1	Pafah1b1
CLUH	Cluh
RAP1GAP2	Rap1gap2
SPATA22	Spata22
ASPA	Aspa
TRPV3	Trpv3
SHPK	Shpk
TRPV1	Trpv1
CTNS	Ctns
TAX1BP3	Tax1bp3
EMC6	Emc6
P2RX5	P2rx5
ITGAE	Itgae
CAMKK1	Camkk1
P2RX1	P2rx1
ATP2A3	Atp2a3
ZZEF1	Zzef1
CYB5D2	Cyb5d2
ANKFY1	Ankfy1
UBE2G1	Ube2g1
SPNS3	Spns3
SPNS2	Spns2
MYBBP1A	Mybbp1a
GGT6	Ggt6
SMTNL2	Smtnl2
ALOX15	Alox15
PELP1	Pelp1
ARRB2	Arrb2
MED11	Med11
CXCL16	Cxcl16
ZMYND15	Zmynd15
TM4SF5	Tm4sf5
VMO1	Vmo1
GLTPD2	Gltpd2
PSMB6	Psmb6
PLD2	Pld2
MINK1	Mink1
CHRNE	Chrne
GP1BA	Gp1ba
SLC25A11	Slc25a11
RNF167	Rnf167
PFN1	Pfn1
ENO3	Eno3
SPAG7	Spag7
CAMTA2	Camta2
INCA1	Inca1
KIF1C	Kif1c
ZFP3	Zfp3
SCIMP	Scimp
RABEP1	Rabep1
NUP88	Nup88
RPAIN	Rpain
C1QBP	C1qbp
DHX33	Dhx33
DERL2	Derl2
MIS12	Mis12
WSCD1	Wscd1
AIPL1	Aipl1
PITPNM3	Pitpnm3
TXNDC17	Txndc17
MED31	Med31
SLC13A5	Slc13a5
XAF1	Xaf1
FBXO39	Fbxo39
TEKT1	Tekt1
ALOX12	Alox12
RNASEK	Rnasek
BCL6B	Bcl6b
SLC16A13	Slc16a13
SLC16A11	Slc16a11
CLEC10A	Clec10a
ASGR2	Asgr2
ASGR1	Asgr1
DLG4	Dlg4
ACADVL	Acadvl
MIR324	Mir324
DVL2	Dvl2
PHF23	Phf23
GABARAP	Gabarap
CTDNEP1	Ctdnep1
ELP5	Elp5
CLDN7	Cldn7
SLC2A4	Slc2a4
YBX2	Ybx2
EIF5A	Eif5a
GPS2	Gps2
NEURL4	Neurl4
ACAP1	Acap1
KCTD11	Kctd11
TMEM95	Tmem95
TNK1	Tnk1
TMEM256	Tmem256
NLGN2	Nlgn2
SPEM1	Spem1
TMEM102	Tmem102
FGF11	Fgf11
CHRNB1	Chrnb1
ZBTB4	Zbtb4
POLR2A	Polr2a
TNFSF12	Tnfsf12
TNFSF13	Tnfsf13
SENP3	Senp3
EIF4A1	Eif4a1
CD68	Cd68
MPDU1	Mpdu1
SOX15	Sox15
FXR2	Fxr2
SHBG	Shbg
SAT2	Sat2
ATP1B2	Atp1b2
WRAP53	Wrap53
EFNB3	Efnb3
DNAH2	Dnah2
KDM6B	Kdm6b
TMEM88	Tmem88
CYB5D1	Cyb5d1
CHD3	Chd3
KCNAB3	Kcnab3
TRAPPC1	Trappc1
CNTROB	Cntrob
GUCY2D	Gucy2d
ALOX12B	Alox12b
ALOXE3	Aloxe3
HES7	Hes7
PER1	Per1
VAMP2	Vamp2
TMEM107	Tmem107
SNORD118	Snord118
AURKB	Aurkb
CTC1	Ctc1
PFAS	Pfas
SLC25A35	Slc25a35
RANGRF	Rangrf
ARHGEF15	Arhgef15
ODF4	Odf4
RPL26	Rpl26
RNF222	Rnf222
NDEL1	Ndel1
MYH10	Myh10
CCDC42	Ccdc42
MFSD6L	Mfsd6l
PIK3R6	Pik3r6
PIK3R5	Pik3r5
NTN1	Ntn1
STX8	Stx8
USP43	Usp43
DHRS7C	Dhrs7c
GLP2R	Glp2r
RCVRN	Rcvrn
GAS7	Gas7
MYH13	Myh13
MYH8	Myh8
MYH4	Myh4
MYH1	Myh1
MYH2	Myh2
MYH3	Myh3
SCO1	Sco1
ADPRM	Adprm
TMEM220	Tmem220
PIRT	Pirt
SHISA6	Shisa6
DNAH9	Dnah9
MAP2K4	Map2k4
MIR744	Mir744
MYOCD	Myocd
ARHGAP44	Arhgap44
ELAC2	Elac2
HS3ST3A1	Hs3st3a1
COX10	Cox10
HS3ST3B1	Hs3st3b1
PMP22	Pmp22
TEKT3	Tekt3
